"config_id","hamming","state","adj_sets","HEE_EC","EC_ED","EC_P","EC_MH","PH_MH","SA_MH","SI_MH","EC_PH"
5082,6,"non-identifiable","","latent","reversed","original","latent","latent","latent","original","latent"
5083,5,"ok","{C,EC,H,T,U}","original","latent","original","latent","latent","latent","original","latent"
5084,6,"cyclic","","reversed","latent","original","latent","latent","latent","original","latent"
5085,6,"non-identifiable","","latent","latent","original","latent","latent","latent","original","latent"
5086,5,"ok","{C,EC,H,P,T,U}","original","original","reversed","latent","latent","latent","original","latent"
5087,6,"cyclic","","reversed","original","reversed","latent","latent","latent","original","latent"
5088,6,"non-identifiable","","latent","original","reversed","latent","latent","latent","original","latent"
5089,6,"ok","{C,EC,H,P,T,U}","original","reversed","reversed","latent","latent","latent","original","latent"
5090,7,"cyclic","","reversed","reversed","reversed","latent","latent","latent","original","latent"
5091,7,"non-identifiable","","latent","reversed","reversed","latent","latent","latent","original","latent"
5092,6,"ok","{C,EC,H,P,T,U}","original","latent","reversed","latent","latent","latent","original","latent"
5093,7,"cyclic","","reversed","latent","reversed","latent","latent","latent","original","latent"
5094,7,"non-identifiable","","latent","latent","reversed","latent","latent","latent","original","latent"
5095,5,"ok","{C,EC,H,P,T,U}","original","original","latent","latent","latent","latent","original","latent"
5096,6,"cyclic","","reversed","original","latent","latent","latent","latent","original","latent"
5097,6,"non-identifiable","","latent","original","latent","latent","latent","latent","original","latent"
5098,6,"ok","{C,EC,H,P,T,U}","original","reversed","latent","latent","latent","latent","original","latent"
5099,7,"cyclic","","reversed","reversed","latent","latent","latent","latent","original","latent"
5100,7,"non-identifiable","","latent","reversed","latent","latent","latent","latent","original","latent"
5101,6,"ok","{C,EC,H,P,T,U}","original","latent","latent","latent","latent","latent","original","latent"
5102,7,"cyclic","","reversed","latent","latent","latent","latent","latent","original","latent"
5103,7,"non-identifiable","","latent","latent","latent","latent","latent","latent","original","latent"
5104,2,"ok","{C,EC,H,T,U}","original","original","original","original","original","original","reversed","latent"
5105,3,"cyclic","","reversed","original","original","original","original","original","reversed","latent"
5106,3,"non-identifiable","","latent","original","original","original","original","original","reversed","latent"
5107,3,"ok","{C,EC,H,T,U}","original","reversed","original","original","original","original","reversed","latent"
5108,4,"cyclic","","reversed","reversed","original","original","original","original","reversed","latent"
5109,4,"non-identifiable","","latent","reversed","original","original","original","original","reversed","latent"
5110,3,"ok","{C,EC,H,T,U}","original","latent","original","original","original","original","reversed","latent"
5111,4,"cyclic","","reversed","latent","original","original","original","original","reversed","latent"
5112,4,"non-identifiable","","latent","latent","original","original","original","original","reversed","latent"
5113,3,"ok","{C,EC,H,P,T,U}","original","original","reversed","original","original","original","reversed","latent"
5114,4,"cyclic","","reversed","original","reversed","original","original","original","reversed","latent"
5115,4,"non-identifiable","","latent","original","reversed","original","original","original","reversed","latent"
5116,4,"ok","{C,EC,H,P,T,U}","original","reversed","reversed","original","original","original","reversed","latent"
5117,5,"cyclic","","reversed","reversed","reversed","original","original","original","reversed","latent"
5118,5,"non-identifiable","","latent","reversed","reversed","original","original","original","reversed","latent"
5119,4,"ok","{C,EC,H,P,T,U}","original","latent","reversed","original","original","original","reversed","latent"
5120,5,"cyclic","","reversed","latent","reversed","original","original","original","reversed","latent"
5121,5,"non-identifiable","","latent","latent","reversed","original","original","original","reversed","latent"
5122,3,"ok","{C,EC,H,P,T,U}","original","original","latent","original","original","original","reversed","latent"
5123,4,"cyclic","","reversed","original","latent","original","original","original","reversed","latent"
5124,4,"non-identifiable","","latent","original","latent","original","original","original","reversed","latent"
5125,4,"ok","{C,EC,H,P,T,U}","original","reversed","latent","original","original","original","reversed","latent"
5126,5,"cyclic","","reversed","reversed","latent","original","original","original","reversed","latent"
5127,5,"non-identifiable","","latent","reversed","latent","original","original","original","reversed","latent"
5128,4,"ok","{C,EC,H,P,T,U}","original","latent","latent","original","original","original","reversed","latent"
5129,5,"cyclic","","reversed","latent","latent","original","original","original","reversed","latent"
5130,5,"non-identifiable","","latent","latent","latent","original","original","original","reversed","latent"
5131,3,"cyclic","","original","original","original","reversed","original","original","reversed","latent"
5132,4,"cyclic","","reversed","original","original","reversed","original","original","reversed","latent"
5133,4,"cyclic","","latent","original","original","reversed","original","original","reversed","latent"
5134,4,"cyclic","","original","reversed","original","reversed","original","original","reversed","latent"
5135,5,"cyclic","","reversed","reversed","original","reversed","original","original","reversed","latent"
5136,5,"cyclic","","latent","reversed","original","reversed","original","original","reversed","latent"
5137,4,"cyclic","","original","latent","original","reversed","original","original","reversed","latent"
5138,5,"cyclic","","reversed","latent","original","reversed","original","original","reversed","latent"
5139,5,"cyclic","","latent","latent","original","reversed","original","original","reversed","latent"
5140,4,"cyclic","","original","original","reversed","reversed","original","original","reversed","latent"
5141,5,"cyclic","","reversed","original","reversed","reversed","original","original","reversed","latent"
5142,5,"cyclic","","latent","original","reversed","reversed","original","original","reversed","latent"
5143,5,"cyclic","","original","reversed","reversed","reversed","original","original","reversed","latent"
5144,6,"cyclic","","reversed","reversed","reversed","reversed","original","original","reversed","latent"
5145,6,"cyclic","","latent","reversed","reversed","reversed","original","original","reversed","latent"
5146,5,"cyclic","","original","latent","reversed","reversed","original","original","reversed","latent"
5147,6,"cyclic","","reversed","latent","reversed","reversed","original","original","reversed","latent"
5148,6,"cyclic","","latent","latent","reversed","reversed","original","original","reversed","latent"
5149,4,"cyclic","","original","original","latent","reversed","original","original","reversed","latent"
5150,5,"cyclic","","reversed","original","latent","reversed","original","original","reversed","latent"
5151,5,"cyclic","","latent","original","latent","reversed","original","original","reversed","latent"
5152,5,"cyclic","","original","reversed","latent","reversed","original","original","reversed","latent"
5153,6,"cyclic","","reversed","reversed","latent","reversed","original","original","reversed","latent"
5154,6,"cyclic","","latent","reversed","latent","reversed","original","original","reversed","latent"
5155,5,"cyclic","","original","latent","latent","reversed","original","original","reversed","latent"
5156,6,"cyclic","","reversed","latent","latent","reversed","original","original","reversed","latent"
5157,6,"cyclic","","latent","latent","latent","reversed","original","original","reversed","latent"
5158,3,"ok","{C,EC,H,T,U}","original","original","original","latent","original","original","reversed","latent"
5159,4,"cyclic","","reversed","original","original","latent","original","original","reversed","latent"
5160,4,"non-identifiable","","latent","original","original","latent","original","original","reversed","latent"
5161,4,"ok","{C,EC,H,T,U}","original","reversed","original","latent","original","original","reversed","latent"
5162,5,"cyclic","","reversed","reversed","original","latent","original","original","reversed","latent"
5163,5,"non-identifiable","","latent","reversed","original","latent","original","original","reversed","latent"
5164,4,"ok","{C,EC,H,T,U}","original","latent","original","latent","original","original","reversed","latent"
5165,5,"cyclic","","reversed","latent","original","latent","original","original","reversed","latent"
5166,5,"non-identifiable","","latent","latent","original","latent","original","original","reversed","latent"
5167,4,"ok","{C,EC,H,P,T,U}","original","original","reversed","latent","original","original","reversed","latent"
5168,5,"cyclic","","reversed","original","reversed","latent","original","original","reversed","latent"
5169,5,"non-identifiable","","latent","original","reversed","latent","original","original","reversed","latent"
5170,5,"ok","{C,EC,H,P,T,U}","original","reversed","reversed","latent","original","original","reversed","latent"
5171,6,"cyclic","","reversed","reversed","reversed","latent","original","original","reversed","latent"
5172,6,"non-identifiable","","latent","reversed","reversed","latent","original","original","reversed","latent"
5173,5,"ok","{C,EC,H,P,T,U}","original","latent","reversed","latent","original","original","reversed","latent"
5174,6,"cyclic","","reversed","latent","reversed","latent","original","original","reversed","latent"
5175,6,"non-identifiable","","latent","latent","reversed","latent","original","original","reversed","latent"
5176,4,"ok","{C,EC,H,P,T,U}","original","original","latent","latent","original","original","reversed","latent"
5177,5,"cyclic","","reversed","original","latent","latent","original","original","reversed","latent"
5178,5,"non-identifiable","","latent","original","latent","latent","original","original","reversed","latent"
5179,5,"ok","{C,EC,H,P,T,U}","original","reversed","latent","latent","original","original","reversed","latent"
5180,6,"cyclic","","reversed","reversed","latent","latent","original","original","reversed","latent"
5181,6,"non-identifiable","","latent","reversed","latent","latent","original","original","reversed","latent"
5182,5,"ok","{C,EC,H,P,T,U}","original","latent","latent","latent","original","original","reversed","latent"
5183,6,"cyclic","","reversed","latent","latent","latent","original","original","reversed","latent"
5184,6,"non-identifiable","","latent","latent","latent","latent","original","original","reversed","latent"
5185,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","original","original","original","reversed","original","reversed","latent"
5186,4,"cyclic","","reversed","original","original","original","reversed","original","reversed","latent"
5187,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","original","original","reversed","original","reversed","latent"
5188,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","reversed","original","original","reversed","original","reversed","latent"
5189,5,"cyclic","","reversed","reversed","original","original","reversed","original","reversed","latent"
5190,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","original","original","reversed","original","reversed","latent"
5191,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","latent","original","original","reversed","original","reversed","latent"
5192,5,"cyclic","","reversed","latent","original","original","reversed","original","reversed","latent"
5193,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","original","original","reversed","original","reversed","latent"
5194,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","reversed","original","reversed","original","reversed","latent"
5195,5,"cyclic","","reversed","original","reversed","original","reversed","original","reversed","latent"
5196,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","reversed","original","reversed","original","reversed","latent"
5197,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","reversed","original","reversed","original","reversed","latent"
5198,6,"cyclic","","reversed","reversed","reversed","original","reversed","original","reversed","latent"
5199,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","reversed","original","reversed","original","reversed","latent"
5200,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","reversed","original","reversed","original","reversed","latent"
5201,6,"cyclic","","reversed","latent","reversed","original","reversed","original","reversed","latent"
5202,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","reversed","original","reversed","original","reversed","latent"
5203,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","latent","original","reversed","original","reversed","latent"
5204,5,"cyclic","","reversed","original","latent","original","reversed","original","reversed","latent"
5205,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","latent","original","reversed","original","reversed","latent"
5206,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","latent","original","reversed","original","reversed","latent"
5207,6,"cyclic","","reversed","reversed","latent","original","reversed","original","reversed","latent"
5208,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","latent","original","reversed","original","reversed","latent"
5209,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","latent","original","reversed","original","reversed","latent"
5210,6,"cyclic","","reversed","latent","latent","original","reversed","original","reversed","latent"
5211,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","latent","original","reversed","original","reversed","latent"
5212,4,"cyclic","","original","original","original","reversed","reversed","original","reversed","latent"
5213,5,"cyclic","","reversed","original","original","reversed","reversed","original","reversed","latent"
5214,5,"cyclic","","latent","original","original","reversed","reversed","original","reversed","latent"
5215,5,"cyclic","","original","reversed","original","reversed","reversed","original","reversed","latent"
5216,6,"cyclic","","reversed","reversed","original","reversed","reversed","original","reversed","latent"
5217,6,"cyclic","","latent","reversed","original","reversed","reversed","original","reversed","latent"
5218,5,"cyclic","","original","latent","original","reversed","reversed","original","reversed","latent"
5219,6,"cyclic","","reversed","latent","original","reversed","reversed","original","reversed","latent"
5220,6,"cyclic","","latent","latent","original","reversed","reversed","original","reversed","latent"
5221,5,"cyclic","","original","original","reversed","reversed","reversed","original","reversed","latent"
5222,6,"cyclic","","reversed","original","reversed","reversed","reversed","original","reversed","latent"
5223,6,"cyclic","","latent","original","reversed","reversed","reversed","original","reversed","latent"
5224,6,"cyclic","","original","reversed","reversed","reversed","reversed","original","reversed","latent"
5225,7,"cyclic","","reversed","reversed","reversed","reversed","reversed","original","reversed","latent"
5226,7,"cyclic","","latent","reversed","reversed","reversed","reversed","original","reversed","latent"
5227,6,"cyclic","","original","latent","reversed","reversed","reversed","original","reversed","latent"
5228,7,"cyclic","","reversed","latent","reversed","reversed","reversed","original","reversed","latent"
5229,7,"cyclic","","latent","latent","reversed","reversed","reversed","original","reversed","latent"
5230,5,"cyclic","","original","original","latent","reversed","reversed","original","reversed","latent"
5231,6,"cyclic","","reversed","original","latent","reversed","reversed","original","reversed","latent"
5232,6,"cyclic","","latent","original","latent","reversed","reversed","original","reversed","latent"
5233,6,"cyclic","","original","reversed","latent","reversed","reversed","original","reversed","latent"
5234,7,"cyclic","","reversed","reversed","latent","reversed","reversed","original","reversed","latent"
5235,7,"cyclic","","latent","reversed","latent","reversed","reversed","original","reversed","latent"
5236,6,"cyclic","","original","latent","latent","reversed","reversed","original","reversed","latent"
5237,7,"cyclic","","reversed","latent","latent","reversed","reversed","original","reversed","latent"
5238,7,"cyclic","","latent","latent","latent","reversed","reversed","original","reversed","latent"
5239,4,"ok","{C,EC,H,T,U}","original","original","original","latent","reversed","original","reversed","latent"
5240,5,"cyclic","","reversed","original","original","latent","reversed","original","reversed","latent"
5241,5,"non-identifiable","","latent","original","original","latent","reversed","original","reversed","latent"
5242,5,"ok","{C,EC,H,T,U}","original","reversed","original","latent","reversed","original","reversed","latent"
5243,6,"cyclic","","reversed","reversed","original","latent","reversed","original","reversed","latent"
5244,6,"non-identifiable","","latent","reversed","original","latent","reversed","original","reversed","latent"
5245,5,"ok","{C,EC,H,T,U}","original","latent","original","latent","reversed","original","reversed","latent"
5246,6,"cyclic","","reversed","latent","original","latent","reversed","original","reversed","latent"
5247,6,"non-identifiable","","latent","latent","original","latent","reversed","original","reversed","latent"
5248,5,"ok","{C,EC,H,P,T,U}","original","original","reversed","latent","reversed","original","reversed","latent"
5249,6,"cyclic","","reversed","original","reversed","latent","reversed","original","reversed","latent"
5250,6,"non-identifiable","","latent","original","reversed","latent","reversed","original","reversed","latent"
5251,6,"ok","{C,EC,H,P,T,U}","original","reversed","reversed","latent","reversed","original","reversed","latent"
5252,7,"cyclic","","reversed","reversed","reversed","latent","reversed","original","reversed","latent"
5253,7,"non-identifiable","","latent","reversed","reversed","latent","reversed","original","reversed","latent"
5254,6,"ok","{C,EC,H,P,T,U}","original","latent","reversed","latent","reversed","original","reversed","latent"
5255,7,"cyclic","","reversed","latent","reversed","latent","reversed","original","reversed","latent"
5256,7,"non-identifiable","","latent","latent","reversed","latent","reversed","original","reversed","latent"
5257,5,"ok","{C,EC,H,P,T,U}","original","original","latent","latent","reversed","original","reversed","latent"
5258,6,"cyclic","","reversed","original","latent","latent","reversed","original","reversed","latent"
5259,6,"non-identifiable","","latent","original","latent","latent","reversed","original","reversed","latent"
5260,6,"ok","{C,EC,H,P,T,U}","original","reversed","latent","latent","reversed","original","reversed","latent"
5261,7,"cyclic","","reversed","reversed","latent","latent","reversed","original","reversed","latent"
5262,7,"non-identifiable","","latent","reversed","latent","latent","reversed","original","reversed","latent"
5263,6,"ok","{C,EC,H,P,T,U}","original","latent","latent","latent","reversed","original","reversed","latent"
5264,7,"cyclic","","reversed","latent","latent","latent","reversed","original","reversed","latent"
5265,7,"non-identifiable","","latent","latent","latent","latent","reversed","original","reversed","latent"
5266,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","original","original","original","latent","original","reversed","latent"
5267,4,"cyclic","","reversed","original","original","original","latent","original","reversed","latent"
5268,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","original","original","latent","original","reversed","latent"
5269,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","reversed","original","original","latent","original","reversed","latent"
5270,5,"cyclic","","reversed","reversed","original","original","latent","original","reversed","latent"
5271,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","original","original","latent","original","reversed","latent"
5272,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","latent","original","original","latent","original","reversed","latent"
5273,5,"cyclic","","reversed","latent","original","original","latent","original","reversed","latent"
5274,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","original","original","latent","original","reversed","latent"
5275,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","reversed","original","latent","original","reversed","latent"
5276,5,"cyclic","","reversed","original","reversed","original","latent","original","reversed","latent"
5277,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","reversed","original","latent","original","reversed","latent"
5278,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","reversed","original","latent","original","reversed","latent"
5279,6,"cyclic","","reversed","reversed","reversed","original","latent","original","reversed","latent"
5280,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","reversed","original","latent","original","reversed","latent"
5281,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","reversed","original","latent","original","reversed","latent"
5282,6,"cyclic","","reversed","latent","reversed","original","latent","original","reversed","latent"
5283,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","reversed","original","latent","original","reversed","latent"
5284,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","latent","original","latent","original","reversed","latent"
5285,5,"cyclic","","reversed","original","latent","original","latent","original","reversed","latent"
5286,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","latent","original","latent","original","reversed","latent"
5287,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","latent","original","latent","original","reversed","latent"
5288,6,"cyclic","","reversed","reversed","latent","original","latent","original","reversed","latent"
5289,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","latent","original","latent","original","reversed","latent"
5290,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","latent","original","latent","original","reversed","latent"
5291,6,"cyclic","","reversed","latent","latent","original","latent","original","reversed","latent"
5292,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","latent","original","latent","original","reversed","latent"
5293,4,"cyclic","","original","original","original","reversed","latent","original","reversed","latent"
5294,5,"cyclic","","reversed","original","original","reversed","latent","original","reversed","latent"
5295,5,"cyclic","","latent","original","original","reversed","latent","original","reversed","latent"
5296,5,"cyclic","","original","reversed","original","reversed","latent","original","reversed","latent"
5297,6,"cyclic","","reversed","reversed","original","reversed","latent","original","reversed","latent"
5298,6,"cyclic","","latent","reversed","original","reversed","latent","original","reversed","latent"
5299,5,"cyclic","","original","latent","original","reversed","latent","original","reversed","latent"
5300,6,"cyclic","","reversed","latent","original","reversed","latent","original","reversed","latent"
5301,6,"cyclic","","latent","latent","original","reversed","latent","original","reversed","latent"
5302,5,"cyclic","","original","original","reversed","reversed","latent","original","reversed","latent"
5303,6,"cyclic","","reversed","original","reversed","reversed","latent","original","reversed","latent"
5304,6,"cyclic","","latent","original","reversed","reversed","latent","original","reversed","latent"
5305,6,"cyclic","","original","reversed","reversed","reversed","latent","original","reversed","latent"
5306,7,"cyclic","","reversed","reversed","reversed","reversed","latent","original","reversed","latent"
5307,7,"cyclic","","latent","reversed","reversed","reversed","latent","original","reversed","latent"
5308,6,"cyclic","","original","latent","reversed","reversed","latent","original","reversed","latent"
5309,7,"cyclic","","reversed","latent","reversed","reversed","latent","original","reversed","latent"
5310,7,"cyclic","","latent","latent","reversed","reversed","latent","original","reversed","latent"
5311,5,"cyclic","","original","original","latent","reversed","latent","original","reversed","latent"
5312,6,"cyclic","","reversed","original","latent","reversed","latent","original","reversed","latent"
5313,6,"cyclic","","latent","original","latent","reversed","latent","original","reversed","latent"
5314,6,"cyclic","","original","reversed","latent","reversed","latent","original","reversed","latent"
5315,7,"cyclic","","reversed","reversed","latent","reversed","latent","original","reversed","latent"
5316,7,"cyclic","","latent","reversed","latent","reversed","latent","original","reversed","latent"
5317,6,"cyclic","","original","latent","latent","reversed","latent","original","reversed","latent"
5318,7,"cyclic","","reversed","latent","latent","reversed","latent","original","reversed","latent"
5319,7,"cyclic","","latent","latent","latent","reversed","latent","original","reversed","latent"
5320,4,"ok","{C,EC,H,T,U}","original","original","original","latent","latent","original","reversed","latent"
5321,5,"cyclic","","reversed","original","original","latent","latent","original","reversed","latent"
5322,5,"non-identifiable","","latent","original","original","latent","latent","original","reversed","latent"
5323,5,"ok","{C,EC,H,T,U}","original","reversed","original","latent","latent","original","reversed","latent"
5324,6,"cyclic","","reversed","reversed","original","latent","latent","original","reversed","latent"
5325,6,"non-identifiable","","latent","reversed","original","latent","latent","original","reversed","latent"
5326,5,"ok","{C,EC,H,T,U}","original","latent","original","latent","latent","original","reversed","latent"
5327,6,"cyclic","","reversed","latent","original","latent","latent","original","reversed","latent"
5328,6,"non-identifiable","","latent","latent","original","latent","latent","original","reversed","latent"
5329,5,"ok","{C,EC,H,P,T,U}","original","original","reversed","latent","latent","original","reversed","latent"
5330,6,"cyclic","","reversed","original","reversed","latent","latent","original","reversed","latent"
5331,6,"non-identifiable","","latent","original","reversed","latent","latent","original","reversed","latent"
5332,6,"ok","{C,EC,H,P,T,U}","original","reversed","reversed","latent","latent","original","reversed","latent"
5333,7,"cyclic","","reversed","reversed","reversed","latent","latent","original","reversed","latent"
5334,7,"non-identifiable","","latent","reversed","reversed","latent","latent","original","reversed","latent"
5335,6,"ok","{C,EC,H,P,T,U}","original","latent","reversed","latent","latent","original","reversed","latent"
5336,7,"cyclic","","reversed","latent","reversed","latent","latent","original","reversed","latent"
5337,7,"non-identifiable","","latent","latent","reversed","latent","latent","original","reversed","latent"
5338,5,"ok","{C,EC,H,P,T,U}","original","original","latent","latent","latent","original","reversed","latent"
5339,6,"cyclic","","reversed","original","latent","latent","latent","original","reversed","latent"
5340,6,"non-identifiable","","latent","original","latent","latent","latent","original","reversed","latent"
5341,6,"ok","{C,EC,H,P,T,U}","original","reversed","latent","latent","latent","original","reversed","latent"
5342,7,"cyclic","","reversed","reversed","latent","latent","latent","original","reversed","latent"
5343,7,"non-identifiable","","latent","reversed","latent","latent","latent","original","reversed","latent"
5344,6,"ok","{C,EC,H,P,T,U}","original","latent","latent","latent","latent","original","reversed","latent"
5345,7,"cyclic","","reversed","latent","latent","latent","latent","original","reversed","latent"
5346,7,"non-identifiable","","latent","latent","latent","latent","latent","original","reversed","latent"
5347,3,"cyclic","","original","original","original","original","original","reversed","reversed","latent"
5348,4,"cyclic","","reversed","original","original","original","original","reversed","reversed","latent"
5349,4,"cyclic","","latent","original","original","original","original","reversed","reversed","latent"
5350,4,"cyclic","","original","reversed","original","original","original","reversed","reversed","latent"
5351,5,"cyclic","","reversed","reversed","original","original","original","reversed","reversed","latent"
5352,5,"cyclic","","latent","reversed","original","original","original","reversed","reversed","latent"
5353,4,"cyclic","","original","latent","original","original","original","reversed","reversed","latent"
5354,5,"cyclic","","reversed","latent","original","original","original","reversed","reversed","latent"
5355,5,"cyclic","","latent","latent","original","original","original","reversed","reversed","latent"
5356,4,"cyclic","","original","original","reversed","original","original","reversed","reversed","latent"
5357,5,"cyclic","","reversed","original","reversed","original","original","reversed","reversed","latent"
5358,5,"cyclic","","latent","original","reversed","original","original","reversed","reversed","latent"
5359,5,"cyclic","","original","reversed","reversed","original","original","reversed","reversed","latent"
5360,6,"cyclic","","reversed","reversed","reversed","original","original","reversed","reversed","latent"
5361,6,"cyclic","","latent","reversed","reversed","original","original","reversed","reversed","latent"
5362,5,"cyclic","","original","latent","reversed","original","original","reversed","reversed","latent"
5363,6,"cyclic","","reversed","latent","reversed","original","original","reversed","reversed","latent"
5364,6,"cyclic","","latent","latent","reversed","original","original","reversed","reversed","latent"
5365,4,"cyclic","","original","original","latent","original","original","reversed","reversed","latent"
5366,5,"cyclic","","reversed","original","latent","original","original","reversed","reversed","latent"
5367,5,"cyclic","","latent","original","latent","original","original","reversed","reversed","latent"
5368,5,"cyclic","","original","reversed","latent","original","original","reversed","reversed","latent"
5369,6,"cyclic","","reversed","reversed","latent","original","original","reversed","reversed","latent"
5370,6,"cyclic","","latent","reversed","latent","original","original","reversed","reversed","latent"
5371,5,"cyclic","","original","latent","latent","original","original","reversed","reversed","latent"
5372,6,"cyclic","","reversed","latent","latent","original","original","reversed","reversed","latent"
5373,6,"cyclic","","latent","latent","latent","original","original","reversed","reversed","latent"
